"Municipio" "Habitantes" "Provincia" "INE" "AMB" "lat" "lon"
"Santa Maria de Martorelles" 893 "Barcelona" "08256" "0" 41.51998 2.25473
"Santa Maria de Merlès" 184 "Barcelona" "08255" "0" 42.00061 1.97762
"Santa Maria de Miralles" 126 "Barcelona" "08257" "0" 41.51822 1.52475
"Santa Maria de Palautordera" 9423 "Barcelona" "08259" "0" 41.69282 2.44398
"Santa Oliva" 3320 "Tarragona" "43140" "0" 41.25155 1.54972
"Santa Pau" 1565 "Girona" "17184" "0" 42.14665 2.5704
"Santa Perpètua de Mogoda" 25799 "Barcelona" "08260" "0" 41.53726 2.18042
"Santa Susanna" 3446 "Barcelona" "08261" "0" 41.63568 2.70708
"Santpedor" 7554 "Barcelona" "08192" "0" 41.78146 1.83833
"Sarral" 1548 "Tarragona" "43142" "0" 41.44577 1.24648
"Sarrià de Ter" 5170 "Girona" "17186" "0" 42.0179 2.82226
"Sarroca de Bellera" 121 "Lleida" "25201" "0" 42.35973 0.88059
"Sarroca de Lleida" 363 "Lleida" "25200" "0" 41.45964 0.56071
"Saus, Camallera i Llampaies" 837 "Girona" "17187" "0" 42.12254 2.96388
"Savallà del Comtat" 58 "Tarragona" "43143" "0" 41.54308 1.29891
"la Secuita" 1687 "Tarragona" "43144" "0" 41.20239 1.27954
"la Selva de Mar" 196 "Girona" "17188" "0" 42.32394 3.18656
"la Selva del Camp" 5652 "Tarragona" "43145" "0" 41.21445 1.14096
"Senan" 48 "Tarragona" "43146" "0" 41.47065 1.08434
"la Sénia" 5681 "Tarragona" "43044" "0" 40.63307 0.2846
"Senterada" 137 "Lleida" "25202" "0" 42.32457 0.93651
"la Sentiu de Sió" 406 "Lleida" "25035" "0" 41.80579 0.87797
"Sentmenat" 9078 "Barcelona" "08267" "0" 41.6101 2.13495
"Serinyà" 1136 "Girona" "17190" "0" 42.16916 2.74447
"Seròs" 1922 "Lleida" "25204" "0" 41.46141 0.40729
"Serra de Daró" 221 "Girona" "17191" "0" 42.02848 3.0723
"Setcases" 177 "Girona" "17192" "0" 42.37556 2.30143
"la Seu d'Urgell" 12089 "Lleida" "25203" "0" 42.35774 1.45928
"Seva" 3519 "Barcelona" "08269" "0" 41.83731 2.28104
"Sidamon" 734 "Lleida" "25205" "0" 41.62841 0.83398
"Sils" 6093 "Girona" "17193" "0" 41.80863 2.74563
"Sitges" 29307 "Barcelona" "08270" "0" 41.23429 1.80546
"Siurana" 168 "Girona" "17052" "0" 42.2092 2.99444
"Sobremunt" 79 "Barcelona" "08271" "0" 42.03532 2.16479
"el Soleràs" 332 "Lleida" "25206" "0" 41.41381 0.68231
"Solivella" 633 "Tarragona" "43147" "0" 41.45568 1.17859
"Solsona" 9094 "Lleida" "25207" "0" 41.99528 1.52122
"Sora" 209 "Barcelona" "08272" "0" 42.11049 2.16052
"Soriguera" 410 "Lleida" "25208" "0" 42.37074 1.1816
"Sort" 2149 "Lleida" "25209" "0" 42.41126 1.13034
"Soses" 1763 "Lleida" "25210" "0" 41.5374 0.48563
"Subirats" 3044 "Barcelona" "08273" "0" 41.38473 1.79714
"Sudanell" 853 "Lleida" "25211" "0" 41.55592 0.56589
"Sunyer" 352 "Lleida" "25212" "0" 41.52314 0.5927
"Súria" 5942 "Barcelona" "08274" "0" 41.83142 1.75083
"Susqueda" 101 "Girona" "17194" "0" 42.01459 2.5475
"Tagamanent" 323 "Barcelona" "08276" "0" 41.73969 2.26699
"Talamanca" 206 "Barcelona" "08277" "0" 41.73668 1.97661
"Talarn" 585 "Lleida" "25215" "0" 42.18596 0.89983
"Talavera" 283 "Lleida" "25216" "0" 41.58298 1.33928
"la Tallada d'Empordà" 463 "Girona" "17195" "0" 42.08031 3.05549
"Taradell" 6489 "Barcelona" "08278" "0" 41.87493 2.28571
"Tarragona" 134515 "Tarragona" "43148" "0" 41.11703 1.25386
"Tàrrega" 17098 "Lleida" "25217" "0" 41.64826 1.14108
"Tarrés" 106 "Lleida" "25218" "0" 41.42288 1.01993
"Tarroja de Segarra" 187 "Lleida" "25219" "0" 41.73121 1.27648
"Tavèrnoles" 316 "Barcelona" "08275" "0" 41.95391 2.32608
"Tavertet" 111 "Barcelona" "08280" "0" 41.99652 2.41894
"Teià" 6397 "Barcelona" "08281" "0" 41.49814 2.32167
"Térmens" 1333 "Lleida" "25220" "0" 41.7179 0.75978
"Terrades" 329 "Girona" "17196" "0" 42.31033 2.83916
"Terrassa" 220556 "Barcelona" "08279" "0" 41.56091 2.00862
"Tiana" 8840 "Barcelona" "08282" "1" 41.48115 2.26798
"Tírvia" 131 "Lleida" "25221" "0" 42.5155 1.2446
"Tiurana" 73 "Lleida" "25222" "0" 41.97558 1.25518
"Tivenys" 899 "Tarragona" "43149" "0" 40.90794 0.5114
"Tivissa" 1602 "Tarragona" "43150" "0" 41.04367 0.73495
"Tona" 8241 "Barcelona" "08283" "0" 41.85191 2.22954
"Torà" 1255 "Lleida" "25223" "0" 41.80784 1.40355
"Tordera" 17216 "Barcelona" "08284" "0" 41.70009 2.71789
"Torelló" 14347 "Barcelona" "08285" "0" 42.04893 2.26268
"els Torms" 144 "Lleida" "25224" "0" 41.39474 0.72004
"Tornabous" 858 "Lleida" "25225" "0" 41.69827 1.05306
"la Torre de Cabdella" 760 "Lleida" "25227" "0" 42.42206 0.98209
"la Torre de Claramunt" 3714 "Barcelona" "08286" "0" 41.5342 1.66108
"la Torre de Fontaubella" 138 "Tarragona" "43151" "0" 41.12533 0.86493
"la Torre de l'Espanyol" 611 "Tarragona" "43152" "0" 41.19163 0.62323
"Torrebesses" 282 "Lleida" "25226" "0" 41.42655 0.59497
"Torredembarra" 16184 "Tarragona" "43153" "0" 41.14371 1.39538
"Torrefarrera" 4605 "Lleida" "25228" "0" 41.67436 0.60281
"Torrefeta i Florejacs" 602 "Lleida" "25907" "0" 41.75434 1.27532
"Torregrossa" 2202 "Lleida" "25230" "0" 41.58034 0.83241
"Torrelameu" 743 "Lleida" "25231" "0" 41.70431 0.70456
"Torrelavit" 1419 "Barcelona" "08287" "0" 41.4444 1.73182
"Torrelles de Foix" 2348 "Barcelona" "08288" "0" 41.388 1.5717
"Torrelles de Llobregat" 6041 "Barcelona" "08289" "1" 41.35812 1.9825
"Torrent" 175 "Girona" "17197" "0" 41.95199 3.12769
"Torres de Segre" 2277 "Lleida" "25232" "0" 41.53402 0.51422
"Torre-serona" 397 "Lleida" "25233" "0" 41.67203 0.62934
"Torroella de Fluvià" 694 "Girona" "17198" "0" 42.17509 3.04101
"Torroella de Montgrí" 11645 "Girona" "17199" "0" 42.04287 3.12765
"Torroja del Priorat" 149 "Tarragona" "43154" "0" 41.21353 0.81242
"Tortellà" 809 "Girona" "17200" "0" 42.23322 2.63005
"Tortosa" 33372 "Tarragona" "43155" "0" 40.81289 0.52047
"Toses" 171 "Girona" "17201" "0" 42.32152 2.01563
"Tossa de Mar" 5683 "Girona" "17202" "0" 41.72273 2.92985
"Tremp" 5844 "Lleida" "25234" "0" 42.1685 0.89493
"Ullà" 1153 "Girona" "17204" "0" 42.05073 3.10773
"Ullastrell" 2093 "Barcelona" "08290" "0" 41.52692 1.9576
"Ullastret" 290 "Girona" "17205" "0" 42.00045 3.06768
"Ulldecona" 6300 "Tarragona" "43156" "0" 40.59573 0.44588
"Ulldemolins" 396 "Tarragona" "43157" "0" 41.32227 0.87866
"Ultramort" 223 "Girona" "17203" "0" 42.03694 3.03449
"Urús" 189 "Girona" "17206" "0" 42.35037 1.85422
"Vacarisses" 6688 "Barcelona" "08291" "0" 41.60676 1.91827
"la Vajol" 89 "Girona" "17014" "0" 42.40341 2.80048
"la Vall d'en Bas" 3072 "Girona" "17207" "0" 42.12017 2.45265
"la Vall de Bianya" 1264 "Girona" "17208" "0" 42.21104 2.4541
"la Vall de Boí" 1021 "Lleida" "25043" "0" 42.50461 0.80263
"Vall de Cardós" 364 "Lleida" "25901" "0" 42.5633 1.22631
"Vallbona d'Anoia" 1373 "Barcelona" "08292" "0" 41.51961 1.70886
"Vallbona de les Monges" 233 "Lleida" "25238" "0" 41.52518 1.09124
"Vallcebre" 250 "Barcelona" "08293" "0" 42.20356 1.81801
"Vallclara" 98 "Tarragona" "43158" "0" 41.37783 0.97995
"Vallfogona de Balaguer" 1876 "Lleida" "25240" "0" 41.75225 0.81585
"Vallfogona de Ripollès" 206 "Girona" "17170" "0" 42.197 2.30299
"Vallfogona de Riucorb" 91 "Tarragona" "43159" "0" 41.56335 1.23628
"Vallgorguina" 2891 "Barcelona" "08294" "0" 41.64794 2.50936
"Vallirana" 15006 "Barcelona" "08295" "0" 41.38886 1.9327
"Vall-llobrega" 899 "Girona" "17209" "0" 41.87964 3.12656
"Vallmoll" 1756 "Tarragona" "43160" "0" 41.24391 1.24924
"Vallromanes" 2579 "Barcelona" "08296" "0" 41.53373 2.28976
"Valls" 24359 "Tarragona" "43161" "0" 41.28711 1.25244
"les Valls d'Aguilar" 260 "Lleida" "25906" "0" 42.29474 1.34238
"les Valls de Valira" 791 "Lleida" "25239" "0" 42.37721 1.45667
"Vandellòs i l'Hospitalet de l'Infant" 6482 "Tarragona" "43162" "0" 40.99147 0.92108
"la Vansa i Fórnols" 161 "Lleida" "25909" "0" 42.23291 1.47884
"Veciana" 182 "Barcelona" "08297" "0" 41.65612 1.48861
"el Vendrell" 37606 "Tarragona" "43163" "0" 41.22186 1.53848
"Ventalló" 859 "Girona" "17210" "0" 42.14926 3.02676
"Verdú" 919 "Lleida" "25242" "0" 41.61235 1.14243
"Verges" 1171 "Girona" "17211" "0" 42.06221 3.04789
"Vespella de Gaià" 410 "Tarragona" "43164" "0" 41.20559 1.35977
"Vic" 46214 "Barcelona" "08298" "0" 41.93393 2.25322
"Vidrà" 167 "Girona" "17212" "0" 42.12271 2.30976
"Vidreres" 7797 "Girona" "17213" "0" 41.79004 2.77748
"Vielha e Mijaran" 5559 "Lleida" "25243" "0" 42.70287 0.79374
"Vilabella" 736 "Tarragona" "43165" "0" 41.2472 1.32974
"Vilabertran" 979 "Girona" "17214" "0" 42.28347 2.98136
"Vilablareix" 2897 "Girona" "17215" "0" 41.95617 2.79896
"Vilada" 416 "Barcelona" "08299" "0" 42.13675 1.93145
"Viladamat" 468 "Girona" "17217" "0" 42.13353 3.07474
"Viladasens" 200 "Girona" "17216" "0" 42.09524 2.92969
"Viladecans" 66611 "Barcelona" "08301" "1" 41.31684 2.02191
"Viladecavalls" 7512 "Barcelona" "08300" "0" 41.55523 1.95415
"Vilademuls" 815 "Girona" "17218" "0" 42.13894 2.88844
"Viladrau" 1040 "Girona" "17220" "0" 41.847 2.39178
"Vilafant" 5394 "Girona" "17221" "0" 42.24633 2.93583
"Vilafranca del Penedès" 39746 "Barcelona" "08305" "0" 41.34473 1.6992
"Vilagrassa" 541 "Lleida" "25244" "0" 41.64737 1.1065
"Vilajuïga" 1104 "Girona" "17223" "0" 42.32559 3.09297
"Vilalba dels Arcs" 625 "Tarragona" "43175" "0" 41.12044 0.40817
"Vilalba Sasserra" 716 "Barcelona" "08306" "0" 41.65264 2.44083
"Vilaller" 561 "Lleida" "25245" "0" 42.47646 0.71737
"Vilallonga de Ter" 398 "Girona" "17224" "0" 42.33127 2.31193
"Vilallonga del Camp" 2389 "Tarragona" "43166" "0" 41.20808 1.20628
"Vilamacolum" 348 "Girona" "17225" "0" 42.19682 3.05707
"Vilamalla" 1181 "Girona" "17226" "0" 42.21773 2.97047
"Vilamaniscle" 200 "Girona" "17227" "0" 42.37523 3.06777
"Vilamòs" 187 "Lleida" "25247" "0" 42.74732 0.72816
"Vilanant" 392 "Girona" "17228" "0" 42.25472 2.88877
"Vilanova d'Escornalbou" 545 "Tarragona" "43167" "0" 41.11315 0.93806
"Vilanova de Bellpuig" 1181 "Lleida" "25248" "0" 41.61473 0.96106
"Vilanova de l'Aguda" 197 "Lleida" "25249" "0" 41.91186 1.25248
"Vilanova de la Barca" 1036 "Lleida" "25254" "0" 41.68932 0.72907
"Vilanova de Meià" 389 "Lleida" "25250" "0" 41.99423 1.02299
"Vilanova de Prades" 112 "Tarragona" "43168" "0" 41.348 0.9568
"Vilanova de Sau" 299 "Barcelona" "08303" "0" 41.94728 2.38272
"Vilanova de Segrià" 977 "Lleida" "25251" "0" 41.71271 0.61764
"Vilanova del Camí" 12458 "Barcelona" "08302" "0" 41.57638 1.64058
"Vilanova del Vallès" 5432 "Barcelona" "08902" "0" 41.55167 2.28529
"Vilanova i la Geltrú" 67086 "Barcelona" "08307" "0" 41.22112 1.72702
"Vilaplana" 574 "Tarragona" "43169" "0" 41.22636 1.03528
"Vila-rodona" 1255 "Tarragona" "43170" "0" 41.30955 1.35853
"Vila-sacra" 760 "Girona" "17230" "0" 42.26548 3.01914
"Vila-sana" 742 "Lleida" "25252" "0" 41.66377 0.93108
"Vila-seca" 22187 "Tarragona" "43171" "0" 41.10802 1.14419
"Vilassar de Dalt" 9043 "Barcelona" "08214" "0" 41.5185 2.36237
"Vilassar de Mar" 20837 "Barcelona" "08219" "0" 41.50393 2.3893
"Vilaür" 157 "Girona" "17222" "0" 42.15161 2.92546
"Vilaverd" 452 "Tarragona" "43172" "0" 41.33408 1.17676
"la Vilella Alta" 135 "Tarragona" "43173" "0" 41.22568 0.78051
"la Vilella Baixa" 202 "Tarragona" "43174" "0" 41.22056 0.76355
"Vilobí d'Onyar" 3291 "Girona" "17233" "0" 41.88668 2.74068
"Vilobí del Penedès" 1107 "Barcelona" "08304" "0" 41.38844 1.66766
"Vilopriu" 202 "Girona" "17232" "0" 42.10344 2.99187
"el Vilosell" 169 "Lleida" "25253" "0" 41.38297 0.94617
"Vimbodí i Poblet" 892 "Tarragona" "43176" "0" 41.40035 1.05049
"Vinaixa" 470 "Lleida" "25255" "0" 41.42872 0.97401
"Vinebre" 428 "Tarragona" "43177" "0" 41.18493 0.59254
"Vinyols i els Arcs" 2056 "Tarragona" "43178" "0" 41.11358 1.04186
"Viver i Serrateix" 168 "Barcelona" "08308" "0" 41.94741 1.78054
"Xerta" 1170 "Tarragona" "43052" "0" 40.90938 0.49006
